AJ58jLwKlfo,<START> Dosent excusde the other athletes who were treated lie prisoners the CCP doing the classic deny and distract tactics
AJ58jLwKlfo,<START> Poor Norwegian dude has to tell lies in order to not get kicked out of the games  Chinas a joke
AJ58jLwKlfo,<START> We can simply ignore the rude comments from the US led world order  The Beijing Olympics are really the finest winter games ever
AJ58jLwKlfo,<START> Glad to hear a real perspective on this Western Athletes saying China has no human rights because the free snacks are mediocre is ridiculous when their countries are full of starvation and homelessness From Cascadia with love 3
AJ58jLwKlfo,<START> You cant even see the electrical wires attached to his body
AJ58jLwKlfo,<START> Guess only good stuff will be on CGTN Wont hear any complaints about anythingof course not Hope all is good for him for real
AJ58jLwKlfo,<START> Genocidegames
AJ58jLwKlfo,<START> What about one of the Finns Athletes room that was flooded with water in about how theyre served the same meals for breakfast lunch and dinner 
AJ58jLwKlfo,<START> Koreans are being negative because they lost a game I find it hilarious when Japan gave Korean team a lecture of humility and not to be rude to the host
AJ58jLwKlfo,<START> Nice to hear Too bad none of this type of news is being reported in the American mainstream news media
AJ58jLwKlfo,<START> The Chinese are promoting Sports Sportsmanship and Shared Future for Mankind The American Government is promoting Boycott Tariffs Embargoes Sanctions more Sanctions creating more lethal weapons sending more weapons and soldiers to other countries etc etc We can see one Country is promoting Peace  Friendship while the other is promoting troubles quarrels and War 
AJ58jLwKlfo,<START> Wonderful interview 
AJ58jLwKlfo,<START> Stop asking silly question they are just being polite 
AJ58jLwKlfo,<START> Chinese hospitality
AJ58jLwKlfo,<START> Watch out this guy gonna be missing when he goes to USAsaveaaronnblunck
AJ58jLwKlfo,<START> By good he means typical shoddy construction httpsyoutubecomshortsU9pQtCDbwfeatureshare Poor Finnish athletes are flooded
AJ58jLwKlfo,<START> The great leader Ma Huateng will lead Tencent to defeat the COMMUNIST Party and liberate all mankind
AJ58jLwKlfo,<START> One of the characteristics of the interview with chinese fucking communists  Always brainwashing the interviewee in advanceXi Jinping DA SHA BI  WANG BA DAN
