4SfpGyPAvKk,<START> Compete with those who are the best of the world and enjoying all awesome achievements 
4SfpGyPAvKk,<START> These comments are ridiculously fake and bought by the CCP
4SfpGyPAvKk,<START> What if your roommate snore 
4SfpGyPAvKk,<START> Everyone should tell the truth about China since western media only know how lie under the instructions of their government secret agent or ngo
4SfpGyPAvKk,<START> Very lovely video happy to learn that u love Beijings Olympic If u have time u may visit Beijing and other cities of China again Welcome to ChinaI m from Hong Kong
4SfpGyPAvKk,<START> The Party House
4SfpGyPAvKk,<START> at the1980 Lake Placid Games the Olympic Village was the future Roy Brooks Regional Correctional Facility Jail  Beds were Stainless Steel with a mattress with a Stainless Steel toilet and sink in the room  Shower was down the hall  There were actual doors that were later converted to jail doors after the games  It is amazing how much better current accommodations are then what we had back in the day
4SfpGyPAvKk,<START> Thank you very much for the video Best wishes to you and your team
4SfpGyPAvKk,<START> So cool
4SfpGyPAvKk,<START> Good good
4SfpGyPAvKk,"<START> The girls' room is much more tidy than the boys' room. Refueling I don't know if the end of the Winter Olympic Games can athletes be allowed to go out to play. No matter how good the winter Olympic village is, it is not fun to go out to play better"
4SfpGyPAvKk,<START> Very nice
4SfpGyPAvKk,<START> Best of luck to you in your competitionEnjoy your time in Beijing
4SfpGyPAvKk,<START> Thanks you girls sharing the Olympics Village This hotel isnt just a room only Its like apartment amazing So beautiful Hotel 
4SfpGyPAvKk,<START> These are apartments that will be sold to the public once the games are done Sustainable etc
4SfpGyPAvKk,<START> Wow  Like a hotel
4SfpGyPAvKk,<START> Enjoy and have fun Wish you success in the games
4SfpGyPAvKk,<START> Wow really nice and looks great 
4SfpGyPAvKk,<START> Wow That is a hotel
