ke0iusvydl8,<START> Wishing Yulia all the best in her retirement from professional figure skating Well miss you
ke0iusvydl8,"<START> When I look at the skater show, I think they float like butterflies it looks so tender."
ke0iusvydl8,"<START> Oh, my god."
ke0iusvydl8,<START> I think he's weak now
ke0iusvydl8,<START> I just watch figure skating championships and this is still the best performance for me no one could spin like her
ke0iusvydl8,<START> I look 2022 our yuliu named Olympic Games yulia precious she and brought out tutberidze the best trainer
ke0iusvydl8,<START> He looks like a junkie
ke0iusvydl8,<START> nothing can ever compare
ke0iusvydl8,<START> I keep coming back and going back to watching yulechka's performance and every time I feel sorry for the unforgettable
ke0iusvydl8,<START> Who is the woman commentator here
ke0iusvydl8,<START> Its wonderfull
ke0iusvydl8,<START> Amazing and fenominal
ke0iusvydl8,<START> This beautiful human being what a masterpiece
ke0iusvydl8,<START> 2022 I look and admire
ke0iusvydl8,<START> Even the americans admire her the first figure skater to show such rotation
ke0iusvydl8,<START> Divina
ke0iusvydl8,"<START> This promotion at the end, at this rate, I've never seen anything like it."
ke0iusvydl8,<START> You're the best for ever
ke0iusvydl8,<START> This is unbelievable.
ke0iusvydl8,<START> The best one Everand ever  
