376_yJfnwVA,<START> See the motherland day by day strong this is also our overseas Chinese confidence and pride
376_yJfnwVA,"<START> Come on, my great motherland"
376_yJfnwVA,<START> Amazing
376_yJfnwVA,<START> Great motherland Winter Olympic Games a complete success win the motherland prosperity and prosperity Come on China
376_yJfnwVA,<START> Gu Has a sunny personality
376_yJfnwVA,<START> Good Job and Support    Bravo to China Rise Peacefully and be Strong     Go China Go   
376_yJfnwVA,<START> Wish the motherland a successful winter Olympics
376_yJfnwVA,<START> I wish China a complete success in hosting the Winter Olympics
376_yJfnwVA,<START> Bbbbb
376_yJfnwVA,<START> Congratulations on the success of the Beijing Winter Olympic Games
376_yJfnwVA,<START> China!
376_yJfnwVA,<START> I wish China a complete success in hosting the Winter Olympics and Paralympics
376_yJfnwVA,<START> Good Thanks
376_yJfnwVA,<START> Beijing Winter Olympics technology is awesome
376_yJfnwVA,<START> The warm China the good Chinese people the great leader of China the Communist Party of China I wish my motherland prosperity forever
376_yJfnwVA,<START> The motherland refueling
376_yJfnwVA,"<START> Go For Gu, go for China"
376_yJfnwVA,<START> The men's and women's figure skating of Russia will be very wonderful. I look forward to the performance of Kamila Valieva
376_yJfnwVA,<START> The warm China the good Chinese people the great leader of China the Communist Party of China I wish my motherland prosperity forever
376_yJfnwVA,<START> See the motherland day by day strong this is also our overseas Chinese confidence and pride
376_yJfnwVA,"<START> Come on, my great motherland"
376_yJfnwVA,<START> Amazing
376_yJfnwVA,<START> Great motherland Winter Olympic Games a complete success win the motherland prosperity and prosperity Come on China
376_yJfnwVA,<START> Gu Has a sunny personality
376_yJfnwVA,<START> Good Job and Support    Bravo to China Rise Peacefully and be Strong     Go China Go   
376_yJfnwVA,<START> Wish the motherland a successful winter Olympics
376_yJfnwVA,<START> I wish China a complete success in hosting the Winter Olympics
376_yJfnwVA,<START> Bbbbb
376_yJfnwVA,<START> Congratulations on the success of the Beijing Winter Olympic Games
376_yJfnwVA,<START> China!
376_yJfnwVA,<START> I wish China a complete success in hosting the Winter Olympics and Paralympics
376_yJfnwVA,<START> Good Thanks
376_yJfnwVA,<START> Beijing Winter Olympics technology is awesome
376_yJfnwVA,<START> The warm China the good Chinese people the great leader of China the Communist Party of China I wish my motherland prosperity forever
376_yJfnwVA,<START> The motherland refueling
376_yJfnwVA,"<START> Go For Gu, go for China"
376_yJfnwVA,<START> The men's and women's figure skating of Russia will be very wonderful. I look forward to the performance of Kamila Valieva
376_yJfnwVA,<START> The warm China the good Chinese people the great leader of China the Communist Party of China I wish my motherland prosperity forever
