ByVSjgjFA3c,<START> Nice job bringing  togetherness  Solidarity Consensus for Win Win  better live in better Planet Shared future in peaceful harmonious humanity Community under auspicious New Century Era  Beijing2022 Winter Olympic and Paralympic game in Serendipity memorial Dynamic vibrant blossom Spirit  as Sustainable Hytech AI greenery  development   
ByVSjgjFA3c,<START> Spare a thought for the millions of Chinese citizens being persecuted by the Chinese government in their search for freedom
ByVSjgjFA3c,<START> Dear Xi Congratulations for hosting the splendid Olympic GameREQUEST to Honorable President XINepal is having problem and therefore CANCEL YOUR Agreement with India on Lipulekh pass which is Nepals sovereign territory Your mistake is letting  India to continue encroaching Nepals Lipulekh and construct road there and infrastructures in Kalapani and Limpiyadhura and keeping its Military force to counter China Please Act on this burning issue immediately This is URGENTDo you know Terrorism has different forms One of the forms is iIlegal occupation of Nepals sovereign territory Kalapani Lipulekh Limpiyadhura and Susta by BJPIndia using its mightmilitary force and constructing infrastructures and torturing citizens there in spite of Nepal repeatedly officially opposing such a terrorism act and asking India to leave its occupied territories since 1962 SinoIndia war in which India was badly defeated and on return its army stayed in Kalapani temporarily to keep eye on Chinese military forces BUT is not leaving Kalapani Lipulekh and Limpiyadhura as yet Indias illegal occupation of Kalapani must end immediately just as also China to Cancel its unilateral agreement with India on Lipulekh Nepal sovereign landWith your help on the above matter  NepalChina Friendship will further growThank youPeople of Nepal
ByVSjgjFA3c,<START> CCP snake
ByVSjgjFA3c,<START> httpswwwyoutubecomwatchvom7UImDhmE  no comment
ByVSjgjFA3c,<START> SERBIA 3 CHINA   FRIENDS 4EVER
ByVSjgjFA3c,<START> Great family
ByVSjgjFA3c,<START> Fabulous You did a wonderful thing Wish you and your family a great Year of the Tiger
ByVSjgjFA3c,<START> Very cute children  Give the girl  the  olympic title of Little ambassaderess
ByVSjgjFA3c,<START> Thank you Mr Rosler for what you did back then May GOD continue to bless you n your beautiful family New Year greetings n well wishes to you n your little China in Germany in this year of the Tiger2022
ByVSjgjFA3c,<START> As a chinese i dont need any more western validation Why are we still so obsessed with few of these foreigners appreciate China  Who cares he likes it here ok  so what  If he hates China also so what No need to report this as if we need to throw a red carpet for these westerners who come to China Again I dont care x I have seen enough foreigners nothing damn special We need to take care our own citizens Chinese citizens COME FIRST
ByVSjgjFA3c,<START> Good luck
ByVSjgjFA3c,<START> so touching Thank you and your lovely kides
ByVSjgjFA3c,<START> Great man Thank you Rosler and Family for your great services to China and Olympics Spirit
ByVSjgjFA3c,<START> If all foreigners are like this we do not need military supremacy no need Nato and USA
ByVSjgjFA3c,<START> Mr Roller you ARE truly kind and awesome
ByVSjgjFA3c,<START> Beautiful
ByVSjgjFA3c,<START> this is what corruption by yellow fever looks likebetter rescue his kids now before they get sent to the gulags
ByVSjgjFA3c,<START> This is just beautiful Watching this tears up my eyes Btw those kids are wonderful speaking fluent chinese just amazing
ByVSjgjFA3c,<START> Super  
