QSVYlGV1K30,<START> In Korea Chinese and Japanese disguised as Koreans encourage regional conflict and gender division And gaslitting that he is a shameful Korean Chinas alienation is known through thousands of years of history
QSVYlGV1K30,<START> I miss korean food too  
QSVYlGV1K30,<START> hahaha  garbage
QSVYlGV1K30,<START> Holy crap those buckwheat dishes are too die for
QSVYlGV1K30,<START> so healthy i love korean food
QSVYlGV1K30,<START> Wtf this is all wrong they have cafeterias in the olympic villiage that give them regular food from all their countries
QSVYlGV1K30,<START> delicious
QSVYlGV1K30,<START> Who the heck did the translation  They missed so much of what was really said
QSVYlGV1K30,<START> I am watching this vedio at 1 am
QSVYlGV1K30,<START> I love this video Thanks for sharing
QSVYlGV1K30,<START> Those small plates are called banchan Theyre side dishes that come with the main dish
QSVYlGV1K30,<START> ASN.1
QSVYlGV1K30,<START> Miss Korean food especially love all those street foods
QSVYlGV1K30,<START> 88 ranch marketplace  has Asian food products
QSVYlGV1K30,<START> OMG on that tteokbokki
QSVYlGV1K30,"<START> I thank the Habit of saying to the Comrades, ""Thank you."""
QSVYlGV1K30,<START> My family went to South Korea in 2010 but at that time I was still a middle schooler and barely knew anything that I encountered so I didnt really intake a lot of information and goofed around with my siblings haha Its so interesting seeing my home nation hosting the winter Olympics they really went all out to make a good entrance and Im proud that Korea is able and move on into what the future holds I hope to come visit Korea again so I can discover more again
QSVYlGV1K30,<START> no dog meat
QSVYlGV1K30,<START> MMMM Korean food is good Korean Hot Pot is wonderful and mm Kimchi
